budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
135000000, 12|  Adventure|  28|  Action|  53|  Thriller,http://www.mgm.com/view/movie/231/The-World-Is-Not-Enough/,36643, 6731|  british|  10364|  mission|  10590|  oil|  41185|  heiress|  41188|  bilbao spain|  156095|  british secret service,en,The World Is Not Enough,Greed| revenge| world dominance and high-tech terrorism – it's all in a day's work for Bond| who's on a mission to a protect beautiful oil heiress from a notorious terrorist. In a race against time that culminates in a dramatic submarine showdown| Bond works to defuse the international power struggle that has the world's oil supply hanging in the balance.,39.604363, Eon Productions|  7576|  Metro-Goldwyn-Mayer (MGM)|  8411,08-11-1999,361832400,128, en|  English|  ru|  P\u0443\u0441\u0441\u043a\u0438\u0439,Released,As the countdown begins for the new millennium there is still one number you can always count on.,The World Is Not Enough,6,862
150000000, 12|  Adventure,http://www.masterandcommanderthefarsideoftheworld.com/,8619, 182662|  naturalist|  182664|  frigate|  182671|  self surgery|  182677|  sea battle|  182681|  weevil,en,Master and Commander: The Far Side of the World,After an abrupt and violent encounter with a French warship inflicts severe damage upon his ship| a captain of the British Royal Navy begins a chase over two oceans to capture or destroy the enemy| though he must weigh his commitment to duty and ferocious pursuit of glory against the safety of his devoted crew| including the ship's thoughtful surgeon| his best friend.,36.973031, Universal Pictures|  33|  Twentieth Century Fox Film Corporation|  306|  Samuel Goldwyn Films|  9118|  Miramax|  53009,14-11-2003,212011111,138, fr|  Fran\u00e7ais|  pt|  Portugu\u00eas|  en|  English,Released,The courage to do the impossible lies in the hearts of men.,Master and Commander: The Far Side of the World,6.9,790
120000000, 12|  Adventure|  14|  Fantasy|  18|  Drama|  10749|  Romance,0,50620, 3133|  vampire|  9840|  romance|  9990|  villainess|  160184|  super strength|  185616|  imprinting|  185628|  cross breed|  185629|  bloodsucker|  185632|  grudge|  185633|  vampire vs vampire|  185644|  chief of police|  185645|  dhampir|  185648|  forks washington|  185653|  wolf pack|  185655|  misinformation|  185668|  seeing the future|  231407|  fang vamp,en,The Twilight Saga: Breaking Dawn - Part 2,After the birth of Renesmee| the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.,99.687084, Summit Entertainment|  491|  Sunswept Entertainment|  5219|  Temple Hill Entertainment|  12292,13-11-2012,829000000,115, en|  English,Released,The epic finale that will live forever,The Twilight Saga: Breaking Dawn - Part 2,6.1,2553
130000000, 16|  Animation|  35|  Comedy|  10751|  Family,http://happyfeettwo.warnerbros.com/index.html,65759, 3028|  penguin|  4344|  musical|  179430|  aftercreditsstinger|  209714|  3d,en,Happy Feet Two,Mumble the penguin has a problem: his son Erik| who is reluctant to dance| encounters The Mighty Sven| a penguin who can fly! Things get worse for Mumble when the world is shaken by powerful forces| causing him to brings together the penguin nations and their allies to set things right.,17.7735, Village Roadshow Pictures|  79|  Warner Bros.|  6194|  Dr D Studios|  28381|  Kennedy Miller Mitchell|  28382,17-11-2011,150406466,100, en|  English,Released,Every step counts.,Happy Feet Two,5.8,373
150000000, 878|  Science Fiction|  28|  Action|  12|  Adventure,0,1724, 242|  new york|  1809|  rio de janeiro|  8828|  marvel comic|  9715|  superhero|  9717|  based on comic book|  10562|  on the run|  10718|  fugitive|  10834|  super soldier|  12555|  tony stark|  160977|  virginia|  162365|  military|  179100|  hulk|  180547|  marvel cinematic universe|  200918|  angry|  202816|  bruce banner,en,The Incredible Hulk,Scientist Bruce Banner scours the planet for an antidote to the unbridled force of rage within him: the Hulk. But when the military masterminds who dream of exploiting his powers force him back to civilization| he finds himself coming face to face with a new| deadly foe.,62.898336, Universal Pictures|  33|  Marvel Studios|  420|  Valhalla Motion Pictures|  11533|  MVL Incredible Productions|  25121,12-06-2008,163712074,114, pt|  Portugu\u00eas|  es|  Espa\u00f1ol|  en|  English,Released,You'll like him when he's angry.,The Incredible Hulk,6.1,3021
140000000, 12|  Adventure|  10751|  Family|  14|  Fantasy,http://movies.disney.com/the-bfg,267935, 212|  london england|  392|  england|  818|  based on novel|  2011|  queen|  12663|  little girl|  13014|  orphan|  14895|  cannibal|  189099|  giant|  227364|  evil brother,en,The BFG,The BFG is no ordinary bone-crunching giant. He is far too nice and jumbly. It's lucky for Sophie that he is. Had she been carried off in the middle of the night by the Bloodbottler| or any of the other giants—rather than the BFG—she would have soon become breakfast. When Sophie hears that the giants are flush-bunking off to England to swollomp a few nice little chiddlers| she decides she must stop them once and for all. And the BFG is going to help her!,44.19092, Walt Disney Pictures|  2|  Amblin Entertainment|  56|  Reliance Entertainment|  7294|  Kennedy/Marshall Company| The|  7383|  Walden Media|  10221,01-06-2016,183345589,120, en|  English,Released,The world is more giant than you can imagine.,The BFG,6,1000
135000000, 37|  Western|  18|  Drama|  12|  Adventure|  53|  Thriller,http://www.foxmovies.com/movies/the-revenant,281957, 494|  father son relationship|  570|  rape|  818|  based on novel|  1262|  mountains|  1442|  winter|  2522|  grizzly bear|  3593|  wilderness|  9454|  frontier|  9748|  revenge|  9826|  murder|  10322|  native american|  10349|  survival|  10468|  bear|  10794|  snow|  14819|  violence|  157164|  animal death|  158175|  bear attack|  159138|  death of son|  185722|  based on true events|  194976|  fur trapper,en,The Revenant,In the 1820s| a frontiersman| Hugh Glass| sets out on a path of vengeance against those who left him for dead after a bear mauling.,100.635882, Regency Enterprises|  508|  Appian Way|  562|  CatchPlay|  8870|  Anonymous Content|  10039|  New Regency Pictures|  10104|  Hong Kong Alpha Motion Pictures Co.|  13796|  RatPac Entertainment|  28732|  M Productions|  52660|  Monarchy Enterprises S.a.r.l.|  77845,25-12-2015,532950503,156, en|  English|  fr|  Fran\u00e7ais,Released,(n. One who has returned| as if from the dead.),The Revenant,7.3,6396
135000000, 16|  Animation|  10751|  Family,http://www.turbomovie.com/,77950, 240|  underdog|  830|  car race|  1566|  dream|  3428|  speed|  3720|  power|  4455|  snail|  6525|  fast|  9713|  friends|  33637|  superpower|  167986|  racer,en,Turbo,The tale of an ordinary garden snail who dreams of winning the Indy 500.,44.765377, DreamWorks Animation|  521,11-07-2013,282570682,96, en|  English,Released,SLO NO MO,Turbo,6.1,1074
135000000, 16|  Animation|  35|  Comedy|  10751|  Family|  37|  Western|  12|  Adventure,http://www.rangomovie.com/,44896, 798|  sheriff|  1197|  nevada|  2551|  pet|  12764|  rango|  14569|  chameleon|  14570|  las vegas|  14571|  cactus|  14585|  terrarium|  14586|  construction site|  14587|  armadillo|  14588|  disillusionment,en,Rango,When Rango| a lost family pet| accidentally winds up in the gritty| gun-slinging town of Dirt| the less-than-courageous lizard suddenly finds he stands out. Welcomed as the last hope the town has been waiting for| new Sheriff Rango is forced to play his new role to the hilt.,29.91353, Paramount Pictures|  4|  Nickelodeon Movies|  2348|  GK Films|  3281|  Blind Wink|  10262|  Paramount Animation|  24955,02-03-2011,245724603,107, en|  English,Released,Heroes come in all different colors.,Rango,6.6,2051
132000000, 10751|  Family|  16|  Animation|  12|  Adventure|  35|  Comedy,0,270946, 3028|  penguin|  3645|  madagascar|  209714|  3d,en,Penguins of Madagascar,Skipper| Kowalski| Rico and Private join forces with undercover organization The North Wind to stop the villainous Dr. Octavius Brine from destroying the world as we know it.,84.366984, DreamWorks Animation|  521,22-11-2014,373552094,92, en|  English,Released,The Movie Event That Will Blow Their Cover,Penguins of Madagascar,6.5,1346
70000000, 28|  Action|  18|  Drama|  9648|  Mystery|  53|  Thriller,http://www.universalstudiosentertainment.com/the-bourne-ultimatum/,2503, 90|  paris|  417|  corruption|  744|  madrid|  782|  assassin|  818|  based on novel|  1295|  europe|  3246|  prosecution|  3851|  dangerous|  3864|  false identity|  4087|  revelation|  6086|  government|  6110|  weapon|  6710|  interpol|  9663|  sequel|  10410|  conspiracy|  10950|  shootout|  11134|  espionage|  14735|  motorcycle|  14819|  violence|  14967|  foot chase|  18269|  moskow|  164148|  dark past|  185702|  langley virginia|  187844|  flashback|  226521|  chase on the roof|  226522|  security leak,en,The Bourne Ultimatum,Bourne is brought out of hiding once again by reporter Simon Ross who is trying to unveil Operation Blackbriar| an upgrade to Project Treadstone| in a series of newspaper columns. Information from the reporter stirs a new set of memories| and Bourne must finally uncover his dark past while dodging The Company's best efforts to eradicate him.,45.381501, Universal Pictures|  33|  The Kennedy/Marshall Company|  862|  Ludlum Entertainment|  11347|  Motion Picture BETA Produktionsgesellschaft|  11348|  Bourne Again|  11349,03-08-2007,442824138,115, en|  English|  fr|  Fran\u00e7ais|  ar|  \u0627\u0644\u0639\u0631\u0628\u064a\u0629|  ru|  P\u0443\u0441\u0441\u043a\u0438\u0439|  es|  Espa\u00f1ol,Released,Remember everything. Forgive nothing.,The Bourne Ultimatum,7.3,2888
130000000, 12|  Adventure|  16|  Animation|  10751|  Family|  35|  Comedy,http://www.kungfupanda.com/,9502, 478|  china|  779|  martial arts|  780|  kung fu|  1310|  mentor|  1585|  snake|  1946|  restaurant|  1998|  shop|  2660|  strong woman|  3930|  bravery|  4809|  tiger|  6362|  turtle|  8531|  panda|  9362|  sensei|  11500|  anthropomorphism|  14955|  fighting|  15036|  ancient china|  15149|  monkey|  33401|  master|  40850|  destiny|  156075|  evil|  179430|  aftercreditsstinger|  185319|  monkey warrior|  193046|  noodle,en,Kung Fu Panda,When the Valley of Peace is threatened| lazy Po the panda discovers his destiny as the chosen one and trains to become a kung fu hero| but transforming the unsleek slacker into a brave warrior won't be easy. It's up to Master Shifu and the Furious Five -- Tigress| Crane| Mantis| Viper and Monkey -- to give it a try.,84.689648, DreamWorks Animation|  521,04-06-2008,631744560,90, en|  English,Released,Prepare for awesomeness.,Kung Fu Panda,6.9,3145
130000000, 878|  Science Fiction|  28|  Action|  12|  Adventure,http://marvel.com/movies/movie/180/ant-man,102899, 8828|  marvel comic|  9715|  superhero|  9717|  based on comic book|  179430|  aftercreditsstinger|  179431|  duringcreditsstinger|  180547|  marvel cinematic universe|  209714|  3d,en,Ant-Man,Armed with the astonishing ability to shrink in scale but increase in strength| master thief Scott Lang must embrace his inner-hero and help his mentor| Doctor Hank Pym| protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles| Pym and Lang must plan and pull off a heist that will save the world.,120.09361, Marvel Studios|  420,14-07-2015,519311965,117, en|  English,Released,Heroes don't get any bigger.,Ant-Man,7,5880
130000000, 12|  Adventure|  28|  Action|  878|  Science Fiction,http://www.thehungergames.movie/,101299, 271|  competition|  818|  based on novel|  1310|  mentor|  1328|  secret|  1382|  factory|  2136|  television|  2903|  propaganda|  2964|  future|  4565|  dystopia|  5740|  alliance|  6186|  games|  8570|  president|  8862|  uprising|  9663|  sequel|  9826|  murder|  10349|  survival|  10410|  conspiracy|  11196|  rebellion|  11221|  blood|  11322|  female protagonist|  12380|  tournament|  14601|  explosion|  15017|  danger|  156395|  imax|  171956|  winner|  223438|  based on young adult novel,en,The Hunger Games: Catching Fire,Katniss Everdeen has returned home safe after winning the 74th Annual Hunger Games along with fellow tribute Peeta Mellark. Winning means that they must turn around and leave their family and close friends| embarking on a Victor's Tour of the districts. Along the way Katniss senses that a rebellion is simmering| but the Capitol is still very much in control as President Snow prepares the 75th Annual Hunger Games (The Quarter Quell) - a competition that could change Panem forever.,76.310119, Lionsgate|  1632|  Color Force|  5420,15-11-2013,847423452,146, en|  English,Released,Every revolution begins with a spark.,The Hunger Games: Catching Fire,7.4,6495
135000000, 14|  Fantasy|  35|  Comedy|  16|  Animation|  878|  Science Fiction|  10751|  Family,http://www.meettheboov.com/,228161, 6054|  friendship|  9831|  spaceship|  9882|  space|  9951|  alien|  14909|  alien invasion|  197194|  alien friendship|  235972|  awful leader|  235974|  taking resposibility,en,Home,When Earth is taken over by the overly-confident Boov| an alien race in search of a new place to call home| all humans are promptly relocated| while all Boov get busy reorganizing the planet. But when one resourceful girl| Tip| manages to avoid capture| she finds herself the accidental accomplice of a banished Boov named Oh. The two fugitives realize there’s a lot more at stake than intergalactic relations as they embark on the road trip of a lifetime.,63.473086, Twentieth Century Fox Film Corporation|  306|  DreamWorks Animation|  521,18-03-2015,368871007,94, en|  English,Released,Worlds Collide,Home,6.8,1519
132000000, 12|  Adventure|  53|  Thriller|  878|  Science Fiction,0,74, 447|  post traumatic stress  disorder|  586|  new jersey|  3800|  airplane|  4565|  dystopia|  5600|  daughter|  12332|  apocalypse|  14909|  alien invasion|  207569|  human subjugation,en,War of the Worlds,Ray Ferrier is a divorced dockworker and less-than-perfect father. Soon after his ex-wife and her new husband drop of his teenage son and young daughter for a rare weekend visit| a strange and powerful lightning storm touches down.,48.572726, Paramount Pictures|  4|  DreamWorks SKG|  27|  Cruise/Wagner Productions|  44|  Amblin Entertainment|  56,28-06-2005,591739379,116, en|  English,Released,They're already here.,War of the Worlds,6.2,2322
130000000, 12|  Adventure|  28|  Action|  35|  Comedy|  53|  Thriller|  80|  Crime,0,8961, 416|  miami|  529|  ku klux klan|  701|  cuba|  1568|  undercover|  1666|  mexican standoff|  1941|  ecstasy|  7963|  guant\u00e1namo|  10089|  slaughter|  10950|  shootout|  12371|  gunfight|  12648|  bromance|  13142|  gangster|  14819|  violence|  14967|  foot chase|  15271|  interrogation|  15483|  car chase|  18026|  drug lord|  18067|  exploding house|  155799|  narcotics cop|  156117|  illegal drugs|  156805|  dea agent|  167316|  buddy cop|  179093|  criminal underworld|  219404|  action hero|  226380|  haitian gang|  226381|  minefield,en,Bad Boys II,Out-of-control| trash-talking buddy cops Marcus Burnett and Mike Lowrey of the Miami Narcotics Task Force reunite| and bullets fly| cars crash and laughs explode as they pursue a whacked-out drug lord from the streets of Miami to the barrios of Cuba. But the real fireworks result when Marcus discovers that playboy Mike is secretly romancing Marcus’ sexy sister.,38.068736, Columbia Pictures Corporation|  441|  Don Simpson/Jerry Bruckheimer Films|  10288,18-07-2003,273339556,147, en|  English|  es|  Espa\u00f1ol,Released,If you can't stand the heat| get out of Miami.,Bad Boys II,6.3,1564
130000000, 28|  Action|  12|  Adventure|  16|  Animation|  10751|  Family|  14|  Fantasy,0,417859, 4414|  adventure|  6187|  fairy-tale figure,en,Puss in Boots,Long before he even met Shrek| the notorious fighter| lover and outlaw Puss in Boots becomes a hero when he sets off on an adventure with the tough and street smart Kitty Softpaws and the mastermind Humpty Dumpty to save his town. This is the true story of The Cat| The Myth| The Legend... The Boots.,20.678787, DreamWorks|  7,28-10-2011,554987477,90, es|  Espa\u00f1ol|  en|  English,Released,Live for danger. Fight for justice. Pray for mercy.,Puss in Boots,6.4,451
110000000, 28|  Action|  9648|  Mystery|  53|  Thriller,http://www.sonypictures.com/homevideo/salt/,27576, 441|  assassination|  470|  spy|  591|  cia|  1930|  kidnapping|  2106|  cold war|  2111|  soviet union|  3637|  double agent|  4776|  race against time|  9748|  revenge|  10562|  on the run|  10950|  shootout|  11134|  espionage|  11322|  female protagonist|  12366|  hitwoman|  13015|  terrorism|  14819|  violence|  190654|  russian spy|  190981|  intelligence officer|  208314|  action heroine,en,Salt,As a CIA officer| Evelyn Salt swore an oath to duty| honor and country. Her loyalty will be tested when a defector accuses her of being a Russian spy. Salt goes on the run| using all her skills and years of experience as a covert operative to elude capture. Salt's efforts to prove her innocence only serve to cast doubt on her motives| as the hunt to uncover the truth behind her identity continues and the question remains: Who is Salt?,48.829437, Columbia Pictures|  5|  Di Bonaventura Pictures|  435|  Relativity Media|  7295|  Wintergreen Productions|  11845,21-07-2010,293329073,100, en|  English|  ru|  P\u0443\u0441\u0441\u043a\u0438\u0439|  ko|  \ud55c\uad6d\uc5b4/\uc870\uc120\ub9d0,Released,Who is Salt?,Salt,6.2,2093
125000000, 18|  Drama|  12|  Adventure,http://www.noahmovie.com,86834, 3036|  bible|  9649|  god|  195790|  noah|  209714|  3d,en,Noah,A man who suffers visions of an apocalyptic deluge takes measures to protect his family from the coming flood.,46.115758, Paramount Pictures|  4|  Regency Enterprises|  508|  Protozoa Pictures|  7503|  Disruption Entertainment|  10256,20-03-2014,362637473,139, en|  English,Released,The end of the world is just the beginning.,Noah,5.6,2350
130000000, 12|  Adventure|  16|  Animation|  9648|  Mystery,http://www.us.movie.tintin.com/,17578, 483|  riddle|  1316|  captain|  1454|  treasure|  3423|  liquor|  6956|  treasure hunt|  10733|  sunken treasure|  11121|  plot|  12193|  reporter|  209714|  3d|  210313|  action,en,The Adventures of Tintin,Intrepid young reporter| Tintin and his loyal dog| Snowy are thrust into a world of high adventure when they discover a ship carrying an explosive secret. As Tintin is drawn into a centuries-old mystery| Ivan Ivanovitch Sakharine suspects him of stealing a priceless treasure. Tintin and Snowy| with the help of salty| cantankerous Captain Haddock and bumbling detectives| Thompson &amp; Thomson| travel half the world| one step ahead of their enemies as Tintin endeavors to find The Unicorn| a sunken ship that may hold a vast fortune| but also an ancient curse.,89.938296, Paramount Pictures|  4|  Columbia Pictures|  5|  WingNut Films|  11|  Amblin Entertainment|  56|  Nickelodeon Movies|  2348|  Kennedy/Marshall Company| The|  7383|  Hemisphere Media Capital|  9169,25-10-2011,371940071,107, en|  English,Released,This year| discover how far adventure will take you.,The Adventures of Tintin,6.7,2061
130000000, 12|  Adventure|  14|  Fantasy|  10751|  Family,0,673, 334|  flying|  2052|  traitor|  2343|  magic|  2630|  cutting the cord|  3650|  child hero|  3872|  broom|  3873|  sorcerer's apprentice|  3884|  school of witchcraft|  3904|  griffon|  4252|  black magic|  4379|  time travel|  12392|  best friend|  12564|  werewolf|  33783|  dark|  33784|  muggle|  179430|  aftercreditsstinger,en,Harry Potter and the Prisoner of Azkaban,Harry| Ron and Hermione return to Hogwarts for another magic-filled year. Harry comes face to face with danger yet again| this time in the form of escaped convict| Sirius Black – and turns to sympathetic Professor Lupin for help.,79.679601, 1492 Pictures|  436|  Heyday films|  437|  Warner Bros.|  6194,31-05-2004,789804554,141, en|  English,Released,Something wicked this way comes.,Harry Potter and the Prisoner of Azkaban,7.7,5877
130000000, 18|  Drama,0,6972, 440|  missionary|  1956|  world war ii|  2752|  ranch|  5657|  australia|  6731|  british|  7856|  racist|  9656|  cattle drive|  179430|  aftercreditsstinger|  221178|  stampede|  229066|  waltzing matilda|  229067|  trampled to death,en,Australia,Set in northern Australia before World War II| an English aristocrat who inherits a sprawling ranch reluctantly pacts with a stock-man in order to protect her new property from a takeover plot. As the pair drive 2|000 head of cattle over unforgiving landscape| they experience the bombing of Darwin| Australia| by Japanese forces firsthand.,28.840997, Bazmark Films|  240|  Ingenious Film Partners|  289|  Twentieth Century Fox Film Corporation|  306|  Dune Entertainment III|  6332|  ScreenWest|  7888,18-11-2008,49554002,165, en|  English|  ja|  \u65e5\u672c\u8a9e,Released,Welcome to Australia!,Australia,6.3,694
130000000, 878|  Science Fiction|  28|  Action|  12|  Adventure,0,82700, 4565|  dystopia,en,After Earth,One thousand years after cataclysmic events forced humanity's escape from Earth| Nova Prime has become mankind's new home. Legendary General Cypher Raige returns from an extended tour of duty to his estranged family| ready to be a father to his 13-year-old son| Kitai. When an asteroid storm damages Cypher and Kitai's craft| they crash-land on a now unfamiliar and dangerous Earth. As his father lies dying in the cockpit| Kitai must trek across the hostile terrain to recover their rescue beacon. His whole life| Kitai has wanted nothing more than to be a soldier like his father. Today| he gets his chance.,42.840582, Columbia Pictures|  5|  Blinding Edge Pictures|  12236|  Overbrook Entertainment|  12485,30-05-2013,243843127,100, en|  English,Released,Danger is real| fear is a choice,After Earth,5,2532
127500000, 16|  Animation|  10751|  Family,0,10567, 843|  cataclysm|  1423|  asteroid|  3077|  leader|  4803|  comet|  10336|  animation|  10506|  prehistoric|  10789|  prehistoric egg|  12616|  dinosaur|  161186|  nesting grounds|  166958|  prehistoric creature|  178645|  prehistoric adventure|  181033|  lemur|  183414|  prehistoric times,en,Dinosaur,An orphaned dinosaur raised by lemurs joins an arduous trek to a sancturary after a meteorite shower destroys his family home.,26.548594, Walt Disney Pictures|  2|  Walt Disney Feature Animation|  10217,19-05-2000,354248063,82, en|  English,Released,You have never seen anything like this.,Dinosaur,6.2,542
127000000, 12|  Adventure|  35|  Comedy|  14|  Fantasy|  10751|  Family,0,181533, 1406|  night watchman|  2598|  museum|  5647|  natural history|  9682|  history|  209642|  smithsonian,en,Night at the Museum: Secret of the Tomb,When the magic powers of The Tablet of Ahkmenrah begin to die out| Larry Daley (Ben Stiller) spans the globe| uniting favorite and new characters while embarking on an epic quest to save the magic before it is gone forever.,115.597753, Twentieth Century Fox Film Corporation|  306|  1492 Pictures|  436|  21 Laps Entertainment|  2575|  Moving Picture Company (MPC)|  20478|  TSG Entertainment|  22213,17-12-2014,349424282,97, en|  English,Released,One Final Night to Save the Day.,Night at the Museum: Secret of the Tomb,6.1,1851
130000000, 16|  Animation|  28|  Action|  35|  Comedy|  10751|  Family|  878|  Science Fiction,http://www.megamind.com,38055, 83|  saving the world|  248|  date|  378|  prison|  1308|  secret identity|  1357|  fish|  1419|  gun|  1718|  dna|  1919|  mayor|  2095|  anti hero|  2217|  rain|  2598|  museum|  4127|  one-sided love|  8803|  serum|  11477|  talking animal|  12193|  reporter|  179431|  duringcreditsstinger|  219826|  stronger villain,en,Megamind,Bumbling supervillain Megamind finally defeats his nemesis| the superhero Metro Man. But without a hero| he loses all purpose and must find new meaning to his life.,68.757242, DreamWorks Animation|  521,28-10-2010,321887208,95, en|  English,Released,His brain is off the chain.,Megamind,6.7,1918
125000000, 12|  Adventure|  14|  Fantasy|  10751|  Family,http://harrypotter.warnerbros.com/harrypotterandthedeathlyhallows/mainsite/index.html,671, 616|  witch|  1441|  christmas party|  2343|  magic|  2630|  cutting the cord|  3335|  halloween|  3650|  child hero|  3872|  broom|  4238|  chosen one|  4456|  frog|  170362|  fantasy world|  223438|  based on young adult novel,en,Harry Potter and the Philosopher's Stone,Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday| he learns he's a powerful wizard -- with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster| Harry uncovers the truth about his parents' deaths -- and about the villain who's to blame.,109.984351, 1492 Pictures|  436|  Warner Bros.|  6194|  Heyday Films|  7364,16-11-2001,976475550,152, en|  English,Released,Let the Magic Begin.,Harry Potter and the Philosopher's Stone,7.5,7006
130000000, 14|  Fantasy|  28|  Action|  35|  Comedy|  80|  Crime,http://www.ripd.com/,49524, 1321|  gold|  4668|  police operation|  9104|  partner|  9748|  revenge|  10327|  undead|  162846|  ghost|  207199|  police department,en,R.I.P.D.,A recently slain cop joins a team of undead police officers working for the Rest in Peace Department and tries to find the man who murdered him. Based on the comic by Peter M. Lenkov.,39.448066, Universal Pictures|  33|  Original Film|  333|  Dark Horse Entertainment|  552,18-07-2013,61648500,96, en|  English,Released,To protect and serve the living,R.I.P.D.,5.4,1260
140000000, 12|  Adventure|  14|  Fantasy|  28|  Action,http://disney.go.com/disneyvideos/liveaction/pirates/main_site/main.html,22, 911|  exotic island|  1318|  blacksmith|  1319|  east india trading company|  1321|  gold|  1459|  marriage proposal|  1860|  mutiny|  3266|  jamaica|  4062|  skeleton|  5600|  daughter|  5744|  governor|  11086|  wooden eye|  11087|  gold coin|  12988|  pirate|  33457|  alcoholic|  157186|  swashbuckler|  167861|  caribbean|  179430|  aftercreditsstinger|  185200|  pirate ship|  235625|  capuchin monkey|  235626|  tortuga,en,Pirates of the Caribbean: The Curse of the Black Pearl,Jack Sparrow| a freewheeling 17th-century pirate who roams the Caribbean Sea| butts heads with a rival pirate bent on pillaging the village of Port Royal. When the governor's daughter is kidnapped| Sparrow decides to help the girl's love save her. But their seafaring mission is hardly simple.,271.972889, Walt Disney Pictures|  2|  Jerry Bruckheimer Films|  130,09-07-2003,655011224,143, en|  English,Released,Prepare to be blown out of the water.,Pirates of the Caribbean: The Curse of the Black Pearl,7.5,6985
125000000, 878|  Science Fiction|  12|  Adventure|  53|  Thriller,http://www.thehungergames.movie/,131631, 836|  resistance|  4458|  post-apocalyptic|  4565|  dystopia|  6091|  war|  9663|  sequel|  11322|  female protagonist|  18101|  bow and arrow|  18249|  game|  162484|  future war|  162845|  revolt|  165299|  class prejudice|  207569|  human subjugation|  223438|  based on young adult novel,en,The Hunger Games: Mockingjay - Part 1,Katniss Everdeen reluctantly becomes the symbol of a mass rebellion against the autocratic Capitol.,206.227151, Lionsgate|  1632|  Color Force|  5420,18-11-2014,752100229,123, en|  English,Released,Fire burns brighter in the darkness,The Hunger Games: Mockingjay - Part 1,6.6,5584
125000000, 53|  Thriller|  9648|  Mystery,http://www.sonypictures.com/homevideo/thedavincicode/index.html,591, 90|  paris|  113|  holy grail|  186|  christianity|  345|  monk|  818|  based on novel|  1222|  zurich|  2908|  secret society|  2966|  louvre|  2969|  curator|  2970|  symbologist|  2975|  opus dei|  2976|  heresy|  2978|  mona lisa|  4008|  freemason|  10410|  conspiracy|  11855|  pentagram|  156081|  tomb|  161207|  catholicism|  161507|  cryptologist|  161508|  iconography|  163531|  albino|  173162|  sect,en,The Da Vinci Code,When the curator of the Louvre is found murdered in the famed museum's hallowed halls| Harvard professor| Robert Langdon and cryptographer| Sophie Neve must untangle a deadly web of deceit involving the works of Leonardo da Vinci.,45.313197, Columbia Pictures|  5|  Imagine Entertainment|  23|  Skylark Productions|  8253|  Government of Malta|  19927,17-05-2006,767820459,149, en|  English|  fr|  Fran\u00e7ais|  la|  Latin|  es|  Espa\u00f1ol,Released,Seek the truth.,The Da Vinci Code,6.5,2704
103000000, 16|  Animation|  12|  Adventure|  35|  Comedy|  10751|  Family,http://www.riomovies.com/,172385, 2646|  bird|  9663|  sequel|  10787|  jungle|  33928|  audition|  166103|  amazon rainforest|  198270|  parrots,en,Rio 2,It's a jungle out there for Blu| Jewel and their three kids after they're hurtled from Rio de Janeiro to the wilds of the Amazon. As Blu tries to fit in| he goes beak-to-beak with the vengeful Nigel| and meets the most fearsome adversary of all: his father-in-law.,42.40024, Blue Sky Studios|  9383|  Twentieth Century Fox Animation|  11749,19-03-2014,500188435,102, en|  English|  pt|  Portugu\u00eas,Released,He's villainous| she's venomous.,Rio 2,6.3,978
110000000, 12|  Adventure|  28|  Action|  878|  Science Fiction|  53|  Thriller,0,36658, 1852|  mutant|  8828|  marvel comic|  9715|  superhero|  9717|  based on comic book|  10761|  superhuman,en,X2,Professor Charles Xavier and his team of genetically gifted superheroes face a rising tide of anti-mutant sentiment led by Col. William Stryker. Storm| Wolverine and Jean Grey must join their usual nemeses –  Magneto and Mystique – to unhinge Stryker's scheme to exterminate all mutants.,2.871739, Twentieth Century Fox Film Corporation|  306|  Donners' Company|  431|  Bad Hat Harry Productions|  9168|  Marvel Enterprises|  19551|  XM2 Productions|  79026|  XF2 Canada Productions|  79027,24-04-2003,407711549,133, en|  English|  de|  Deutsch|  it|  Italiano,Released,The time has come for those who are different to stand united.,X2,6.8,3506
125000000, 28|  Action|  53|  Thriller|  80|  Crime,http://www.watchvideoseries.com/movies/fast-five-2011-2/,51497, 1161|  brazil|  1812|  fbi|  6089|  freedom|  9777|  escape from prison|  9844|  car crash|  10051|  heist|  10291|  organized crime|  10562|  on the run|  10594|  money|  10718|  fugitive|  11148|  police chase|  12414|  escaped convict|  33885|  car|  156395|  imax|  159953|  automobile racing|  179431|  duringcreditsstinger,en,Fast Five,Former cop Brian O'Conner partners with ex-con Dom Toretto on the opposite side of the law. Since Brian and Mia Toretto broke Dom out of custody| they've blown across many borders to elude authorities. Now backed into a corner in Rio de Janeiro| they must pull one last job in order to gain their freedom.,7.255718, Universal Pictures|  33|  Original Film|  333|  One Race Productions|  1225,20-04-2011,626137675,130, en|  English|  es|  Espa\u00f1ol|  pt|  Portugu\u00eas|  it|  Italiano,Released,Get the Fifth Gear.,Fast Five,7.1,2438
